"","CLIENT_HASH_ID","CARD_HASH_ID","CARD_TYPE_NAME","CREDIT_CARD","CARD_WITH_PERC","CARD_CO_BRAND","CARD_WITH_CASHBACK","STATUS_NAME","DATE_TO_WORK","START_DATE","EXPIRE_DATE","FACT_CLOSE_DATE","SMS_START_DATE","SMS_END_DATE","F1","GENDER","AGE"
"190253","f55feaf34c3311bcebefa6f269229943","6f6efb8013098e7200a5ae67bff378d6","MasterCard Electronic",0,0,0,0,"OK","2011-10-04 00:00:00","2011-10-04 00:00:00","2014-11-02 00:00:00","(null)","(null)","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",24
"190265","f5636657184fc9c3f1d92695ce283cf6","2bf19c0d3b03a39878c8f2474a9e5bf9","VISA Classic",0,0,0,0,"CLOSED","2013-10-09 00:00:00","2013-10-09 00:00:00","2016-11-02 00:00:00","2015-10-31 00:00:00","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",21
"190266","f5636657184fc9c3f1d92695ce283cf6","8e359982989883d0fad7ae80b7b2e32f","VISA Classic",0,0,0,0,"OK","2015-09-21 00:00:00","2015-09-07 00:00:00","2018-10-02 00:00:00","(null)","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",21
"190267","f5636657184fc9c3f1d92695ce283cf6","f7dc09167f2254108467dd72574b933c","VISA Classic",0,0,0,0,"OK","2015-08-31 00:00:00","2015-06-09 00:00:00","2018-07-02 00:00:00","(null)","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",21
"190324","f57ba545f8aec22976b63e3512cc8f27","8c12a693cc51b4d52486e31e049ef5ac","VISA Classic",0,0,0,0,"OK","2014-09-27 00:00:00","2014-09-27 00:00:00","2017-10-02 00:00:00","(null)","2016-08-02 00:00:00","(null)","018d34d8d97fe30fd4347602b8031ec4","ֶ",18
"190329","f5811e5b27d72775d447ea7249be06c8","ec4aa5dc718052696db27deeb2ff50d3","VISA Classic",0,0,0,0,"OK","2013-09-05 00:00:00","2013-09-05 00:00:00","2016-10-02 00:00:00","(null)","2016-03-11 00:00:00","2016-03-26 00:00:00","3dfbcfdf96da35c17688cd96b5a94578","ּ",21
"190420","f5957720bb03357d2a75f9adafb50534","5aa73808d682a1eb41c2c62741b833a1","VISA Classic",0,0,0,0,"OK","2014-10-30 00:00:00","2014-10-30 00:00:00","2017-11-02 00:00:00","(null)","(null)","(null)","6ede6f872f8d56aa83876b96bcde60d4","ּ",18
"190430","f59afb80761d0ec9e99673d005d3ed7a","fb230df6fd41346ee4cb51b25fce2f3c","VISA Classic",0,0,0,0,"OK","2015-07-31 00:00:00","2015-07-20 00:00:00","2018-08-02 00:00:00","(null)","(null)","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ֶ",19
"190431","f59afb80761d0ec9e99673d005d3ed7a","6e68b030dc9d0e3cba1b39ece1704fa3","MasterCard Electronic",0,0,0,0,"OK","2015-09-24 00:00:00","2015-09-24 00:00:00","2018-10-02 00:00:00","(null)","2016-04-08 00:00:00","2016-06-07 00:00:00","8df3acb67e47faaeb753cc9a4c6ced3e","ֶ",19
"190432","f59afb80761d0ec9e99673d005d3ed7a","5addac6f8670479f20118cc7afd1ef02","VISA Classic",0,0,0,0,"CLOSED","2012-05-25 00:00:00","2012-05-25 00:00:00","2015-06-02 00:00:00","2015-07-31 00:00:00","(null)","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ֶ",19
"190433","f59afb80761d0ec9e99673d005d3ed7a","232e29034b6d6f66ae32303759804224","MasterCard Electronic",0,0,0,0,"OK","2013-11-12 00:00:00","2013-11-12 00:00:00","2016-12-02 00:00:00","(null)","(null)","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ֶ",19
"190578","f5c09c020282c1608ec413d4b17d8587","df6924070ec3866a4d845dc2f9892fda","VISA Classic",0,0,0,0,"OK","2015-08-20 00:00:00","2015-08-20 00:00:00","2018-09-02 00:00:00","(null)","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ֶ",15
"190579","f5c09c020282c1608ec413d4b17d8587","8caae36c3082e809f70697c2f95aa599","VISA Classic",0,0,0,0,"CLOSED","2012-09-05 00:00:00","2012-09-05 00:00:00","2015-10-02 00:00:00","2015-11-11 00:00:00","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ֶ",15
"190580","f5c09c020282c1608ec413d4b17d8587","2b894cb8d88ef6a2b74fba5c79851d95","ָּ׀",0,0,0,0,"OK","2016-08-30 00:00:00","2016-07-02 00:00:00","2019-07-02 00:00:00","(null)","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ֶ",15
"190595","f5c407cdb76733cffdc1974b28f6a5a9","6b9fa4c7ce02b7fcfc0c715905b8eeea","ָּ׀",0,0,0,0,"OK","(null)","2016-06-08 00:00:00","2019-07-02 00:00:00","(null)","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ּ",18
"190596","f5c407cdb76733cffdc1974b28f6a5a9","a814e4377c02130df4df7d4740c64b92","VISA Classic",0,0,0,0,"OK","2014-09-27 00:00:00","2014-09-27 00:00:00","2017-10-02 00:00:00","(null)","2016-04-06 00:00:00","2016-04-13 00:00:00","309e6b5acaa01d889ed303cf65a72dbe","ּ",18
"190620","f5cf2d2322f817249c1fef51fa155137","53222fb6c54c2408de95918d55b05ed4","VISA Classic",0,0,0,0,"OK","2015-12-31 00:00:00","2015-06-26 00:00:00","2018-07-02 00:00:00","(null)","(null)","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ּ",21
"190621","f5cf2d2322f817249c1fef51fa155137","d8ff91480e9c487a7fc543c6a241f0a0","VISA Classic",0,0,0,0,"OK","2016-01-19 00:00:00","2015-12-31 00:00:00","2018-08-02 00:00:00","(null)","2016-07-06 00:00:00","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ּ",21
"190622","f5cf2d2322f817249c1fef51fa155137","80a0fa4f0ae238c5b0996a1ddba4d168","MasterCard",0,0,0,0,"CLOSED","2012-08-28 00:00:00","2012-08-28 00:00:00","2015-09-02 00:00:00","2015-10-12 00:00:00","2015-04-21 00:00:00","2015-09-03 00:00:00","8df3acb67e47faaeb753cc9a4c6ced3e","ּ",21
"190623","f5cf2d2322f817249c1fef51fa155137","9f86d4f11b44ed38e1d22e8df8fe459c","VISA Classic",0,0,0,0,"CLOSED","2015-07-20 00:00:00","2015-07-20 00:00:00","2018-08-02 00:00:00","2016-02-29 00:00:00","2015-11-17 00:00:00","2015-12-28 00:00:00","8df3acb67e47faaeb753cc9a4c6ced3e","ּ",21
"190714","f5e63e38bd7c411360f97d75d05f8be8","624474e0965a6554e0fd913fc61ce55e","VISA Classic",0,0,0,0,"OK","2015-09-21 00:00:00","2015-09-21 00:00:00","2018-10-02 00:00:00","(null)","2016-06-22 00:00:00","(null)","3dfbcfdf96da35c17688cd96b5a94578","ּ",20
"190715","f5e63e38bd7c411360f97d75d05f8be8","010ae71f9b19008e26af7115078dca9c","VISA Classic",0,0,0,0,"OK","2012-09-21 00:00:00","2012-09-21 00:00:00","2015-10-02 00:00:00","(null)","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ּ",20
"190790","f5f848b1d4d0ff0e6656e5cc87c1d1de","c9c1b5d7089bc25f25278f6da468de51","VISA Classic",0,0,0,0,"OK","(null)","2016-08-23 00:00:00","2019-09-02 00:00:00","(null)","(null)","(null)","db96a8c8cf0715541dd5d9fd96529ac4","ֶ",20
"190791","f5f848b1d4d0ff0e6656e5cc87c1d1de","36601a2de633214636e18c0b209dd137","VISA Classic",0,0,0,0,"OK","2013-08-28 00:00:00","2013-08-15 00:00:00","2016-09-02 00:00:00","(null)","2016-08-23 00:00:00","2016-09-03 00:00:00","db96a8c8cf0715541dd5d9fd96529ac4","ֶ",20
"190792","f5f848b1d4d0ff0e6656e5cc87c1d1de","634f307177dadf429a4a333a481ba1be","MasterCard",0,0,0,0,"OK","2013-09-13 00:00:00","2013-09-13 00:00:00","2019-10-02 00:00:00","(null)","2015-10-28 00:00:00","(null)","db96a8c8cf0715541dd5d9fd96529ac4","ֶ",20
"190808","f5fcab1911319ca141b0a69434a33383","db69ce59aec3b477893dfc438845f39a","MasterCard Electronic",0,0,0,0,"CLOSED","2011-09-23 00:00:00","2011-09-23 00:00:00","2014-10-02 00:00:00","2014-11-12 00:00:00","2012-03-03 00:00:00","2012-04-18 00:00:00","018d34d8d97fe30fd4347602b8031ec4","ֶ",23
"190809","f5fcab1911319ca141b0a69434a33383","964d6d05f95b3c11d2a5cf15c58dd8e8","MasterCard Electronic",0,0,0,0,"OK","2014-10-12 00:00:00","2014-10-08 00:00:00","2017-11-02 00:00:00","(null)","(null)","(null)","018d34d8d97fe30fd4347602b8031ec4","ֶ",23
"190859","f60dd886f26ca93c4d2b8c1656c0a11e","a2ff8afe0f62ab8fc4690a24edb1ca9f","VISA Classic",0,0,0,0,"OK","2014-09-09 00:00:00","2014-09-09 00:00:00","2017-10-02 00:00:00","(null)","2016-05-26 00:00:00","(null)","97fa64500457edb6fe17b0acdaf218b2","ֶ",17
"191048","f645b29813cac52115bf33e4e6082eb5","1a070391f0ff0823b1170b6409273567","VISA Classic",0,0,0,0,"CLOSED","2012-10-24 00:00:00","2012-10-24 00:00:00","2015-11-02 00:00:00","2015-12-12 00:00:00","(null)","(null)","018d34d8d97fe30fd4347602b8031ec4","ֶ",21
"191049","f645b29813cac52115bf33e4e6082eb5","58bffcf04ce58bbaab20dbb2a698dc86","VISA Classic",0,0,0,0,"OK","2015-10-21 00:00:00","2015-10-21 00:00:00","2018-11-02 00:00:00","(null)","(null)","(null)","018d34d8d97fe30fd4347602b8031ec4","ֶ",21
"191190","f65dba5b07ae4922402404a4f2ffa386","bdd8abee111d1c6595b887c859db55ec","VISA Classic",0,0,0,0,"CLOSED","2014-07-04 00:00:00","2014-07-04 00:00:00","2017-08-02 00:00:00","2016-05-12 00:00:00","(null)","(null)","97fa64500457edb6fe17b0acdaf218b2","ֶ",21
"191191","f65dba5b07ae4922402404a4f2ffa386","5a48b1973273239b0bee51f981f0ec4b","MasterCard",0,0,0,0,"CLOSED","2011-10-05 00:00:00","2011-10-05 00:00:00","2014-11-02 00:00:00","2016-02-15 00:00:00","(null)","(null)","97fa64500457edb6fe17b0acdaf218b2","ֶ",21
"191192","f65dba5b07ae4922402404a4f2ffa386","30e8c0c4d395eb006608b039aa6848fa","VISA Classic",0,0,0,0,"OK","2016-03-12 00:00:00","2016-02-23 00:00:00","2019-04-02 00:00:00","(null)","(null)","(null)","97fa64500457edb6fe17b0acdaf218b2","ֶ",21
"191193","f65dba5b07ae4922402404a4f2ffa386","730f2034391243993bbdbb3be78259f5","VISA Classic",0,0,0,0,"OK","2016-03-31 00:00:00","2016-03-12 00:00:00","2017-08-02 00:00:00","(null)","2016-08-16 00:00:00","(null)","97fa64500457edb6fe17b0acdaf218b2","ֶ",21
"191207","f660d6308f95d26f8b133c4ea00d20b4","8f28fbb92e928dc126c3132e3edb9c58","MasterCard",0,0,0,0,"OK","2014-09-06 00:00:00","2014-09-06 00:00:00","2017-10-02 00:00:00","(null)","2015-11-12 00:00:00","(null)","a1fffaa77ff30165958613b698dc8fd5","ּ",22
"191372","f69b82e2a43b4301f8da5b80750a8560","ace2eeef8700724cfeb3ba64df69685e","VISA Classic",0,0,0,0,"OK","2013-11-21 00:00:00","2013-11-21 00:00:00","2016-12-02 00:00:00","(null)","2015-08-13 00:00:00","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ֶ",20
"191373","f69b82e2a43b4301f8da5b80750a8560","b7c333fd594cbc306912678aa98cf0ec","ָּ׀",0,0,0,0,"OK","2016-07-06 00:00:00","2016-05-31 00:00:00","2019-06-02 00:00:00","(null)","(null)","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ֶ",20
"191408","f6b54983c07c092fef7a8d51fed44d1f","479a1c588af261badc9759ee628a3273","VISA Classic",0,0,0,0,"OK","2011-02-24 00:00:00","2013-12-10 00:00:00","2017-01-02 00:00:00","(null)","2016-05-14 00:00:00","(null)","385043f3881c79a5959ab4c3145f8aa8","ּ",23
"191447","f6bed97cb61d864da5e73b1b2d81891c","98e0150fb4b75b3782e709d8b5dda913","VISA Classic",0,0,0,0,"CLOSED","2014-10-02 00:00:00","2014-09-18 00:00:00","2017-10-02 00:00:00","2015-09-05 00:00:00","(null)","(null)","385043f3881c79a5959ab4c3145f8aa8","ֶ",22
"191448","f6bed97cb61d864da5e73b1b2d81891c","ae6c3dbf522fba0e1610561963d09a1a","VISA Classic",0,0,0,0,"CLOSED","2011-09-23 00:00:00","2011-09-23 00:00:00","2014-10-02 00:00:00","2014-11-11 00:00:00","(null)","(null)","385043f3881c79a5959ab4c3145f8aa8","ֶ",22
"191477","f6c8862b261d8d1c4a58e577fbffedfc","0a7d1173d512992b09034480a3c9ae58","MasterCard Electronic",0,0,0,0,"OK","2013-10-23 00:00:00","2013-10-23 00:00:00","2016-11-02 00:00:00","(null)","2016-08-11 00:00:00","(null)","3dfbcfdf96da35c17688cd96b5a94578","ֶ",19
"191504","f6d46fd91a7be7082223b1ee536492a3","d3c2b0c690c3462657d25b0c5a0f70e2","VISA Classic",0,0,0,0,"OK","2015-09-23 00:00:00","2015-09-23 00:00:00","2018-10-02 00:00:00","(null)","2016-03-25 00:00:00","2016-05-07 00:00:00","309e6b5acaa01d889ed303cf65a72dbe","ּ",22
"191505","f6d46fd91a7be7082223b1ee536492a3","a24278518dd68753cee0170153b48ff3","MasterCard",0,0,0,0,"OK","2012-09-19 00:00:00","2012-09-19 00:00:00","2015-10-02 00:00:00","(null)","2014-06-26 00:00:00","2015-01-14 00:00:00","309e6b5acaa01d889ed303cf65a72dbe","ּ",22
"191658","f705122e02ac878e90a5132d4f50b8e2","2196880bbcc5305d3488afca51820b4b","VISA Classic",0,0,0,0,"OK","2014-08-28 00:00:00","2014-08-28 00:00:00","2017-09-02 00:00:00","(null)","2015-03-17 00:00:00","(null)","3dfbcfdf96da35c17688cd96b5a94578","ֶ",24
"191692","f7117bc04c1c13d221b3f3b53ee1130e","4b1d10bb2940c176b98f1e71b7e579ae","VISA Classic",0,0,0,0,"CLOSED","2010-12-11 00:00:00","2013-11-13 00:00:00","2016-12-02 00:00:00","2015-05-12 00:00:00","(null)","(null)","71e1e42d79887c04b571828357d5f37e","ֶ",24
"191693","f7117bc04c1c13d221b3f3b53ee1130e","658f733c7e5a2dc8da6df06666a39de4","MasterCard Electronic",0,0,0,0,"OK","2015-03-05 00:00:00","2015-01-29 00:00:00","2020-02-02 00:00:00","(null)","(null)","(null)","71e1e42d79887c04b571828357d5f37e","ֶ",24
"191694","f7117bc04c1c13d221b3f3b53ee1130e","3dd8f56a6b1c0119542df551ac8fc96a","MasterCard Electronic",0,0,0,0,"OK","2015-03-06 00:00:00","2015-03-06 00:00:00","2020-04-02 00:00:00","(null)","(null)","(null)","71e1e42d79887c04b571828357d5f37e","ֶ",24
"191695","f7117bc04c1c13d221b3f3b53ee1130e","f5661476f7b746b0b44961c7a288aae9","VISA Classic",0,0,0,0,"OK","2010-09-21 00:00:00","2010-09-21 00:00:00","2013-10-02 00:00:00","(null)","(null)","(null)","71e1e42d79887c04b571828357d5f37e","ֶ",24
"191720","f71ce9507e5668848ef6c40ff9619487","6ec9f9da4a6d693866b0d1acd427da1e","VISA Classic",0,0,0,0,"OK","2013-09-27 00:00:00","2013-09-27 00:00:00","2016-10-02 00:00:00","(null)","2016-08-30 00:00:00","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ּ",21
"191733","f722fc0e2afc80d28f70f7521cb2732a","1690b012f5e1ee54204c75fa3a046983","VISA Classic",0,0,0,0,"OK","2013-10-11 00:00:00","2013-10-11 00:00:00","2016-11-02 00:00:00","(null)","2015-11-24 00:00:00","(null)","bac64815dc7b441809c1d4de833ef9fd","ּ",23
"191734","f723d396bd545cad48ff3cee0fd90b82","d472df56b03e06d518276e247055b81f","VISA Classic",0,0,0,0,"OK","2012-09-29 00:00:00","2012-09-29 00:00:00","2015-10-02 00:00:00","(null)","2015-09-26 00:00:00","2015-10-03 00:00:00","8df3acb67e47faaeb753cc9a4c6ced3e","ֶ",21
"191735","f723d396bd545cad48ff3cee0fd90b82","9254cae83dc472ab157249c2ad6345ca","VISA Classic",0,0,0,0,"OK","2011-09-29 00:00:00","2011-09-29 00:00:00","2014-10-02 00:00:00","(null)","(null)","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ֶ",21
"191736","f723d396bd545cad48ff3cee0fd90b82","4843bd64100f55a0b77e8b7f51cf5b7a","VISA Classic",0,0,0,0,"OK","2015-10-01 00:00:00","2015-10-01 00:00:00","2018-10-02 00:00:00","(null)","2016-06-26 00:00:00","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ֶ",21
"191761","f727bb87752a46d85e88f61c0a1d9928","4b6a541d1b7bec1e08dc3a9175481969","VISA Classic",0,0,0,0,"OK","2013-09-26 00:00:00","2013-09-26 00:00:00","2016-10-02 00:00:00","(null)","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",18
"191805","f731674530743ecd8761ed712c6095ff","fca6ba9a3a1387e8b6af512bb9fc2987","MasterCard",0,0,0,0,"OK","2014-10-11 00:00:00","2014-10-11 00:00:00","2017-11-02 00:00:00","(null)","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ּ",23
"191836","f73b3e74bf3dee6f00b32880608a0822","4dbbda412f02a10dd5d54e3be7a9aef8","VISA Classic",0,0,0,0,"OK","2013-09-19 00:00:00","2013-09-19 00:00:00","2016-10-02 00:00:00","(null)","2016-02-22 00:00:00","(null)","b628d7d2ba91a097a131c51788e8c4ea","ּ",23
"191849","f7479fa8e54663ac339c62db916596a1","5a935233d7b74a9e7c0ac0a8c124419b","VISA Classic",0,0,0,0,"CLOSED","2012-09-22 00:00:00","2012-08-07 00:00:00","2015-09-02 00:00:00","2015-09-28 00:00:00","(null)","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",20
"191850","f7479fa8e54663ac339c62db916596a1","c948e022aea42874326d4865dcc78d0b","VISA Classic",0,0,0,0,"OK","2015-08-18 00:00:00","2015-08-07 00:00:00","2018-09-02 00:00:00","(null)","2016-02-22 00:00:00","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",20
"191851","f7479fa8e54663ac339c62db916596a1","d7f67bdc115e094ebc3277d99bdaf169","VISA Classic",0,0,0,0,"OK","2015-11-11 00:00:00","2015-10-09 00:00:00","2018-11-02 00:00:00","(null)","(null)","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",20
"191852","f7479fa8e54663ac339c62db916596a1","405976f011137cba8bde4970080a868b","VISA Classic",0,0,0,0,"CLOSED","2015-10-24 00:00:00","2015-09-15 00:00:00","2018-10-02 00:00:00","2015-12-21 00:00:00","(null)","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",20
"191925","f767adf938dedc1766b996eb24e7fe00","88234a04619cecb5c4d4152b4bacf6ec","VISA Classic",0,0,0,0,"CLOSED","2011-09-12 00:00:00","2011-09-12 00:00:00","2014-10-02 00:00:00","2014-11-12 00:00:00","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ּ",20
"191926","f767adf938dedc1766b996eb24e7fe00","bd909d3b1156fb841ac2a9065912e733","VISA Classic",0,0,0,0,"OK","2014-10-22 00:00:00","2014-10-22 00:00:00","2017-11-02 00:00:00","(null)","2015-10-29 00:00:00","(null)","8215444bab327ec0f170d0ef7296c026","ּ",20
"191933","f76c8d44a47d37c4a92b7795696d2869","46640ae52e4ae4e7673a6f3b827beb22","VISA Classic",0,0,0,0,"OK","2010-09-24 00:00:00","2010-09-24 00:00:00","2013-10-02 00:00:00","(null)","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ֶ",23
"191934","f76c8d44a47d37c4a92b7795696d2869","dc0c5d2bdf54c207f63203d37bf6adfd","VISA Classic",0,0,0,0,"CLOSED","2014-11-13 00:00:00","2014-11-13 00:00:00","2017-12-02 00:00:00","2016-08-09 00:00:00","2016-02-09 00:00:00","2016-06-30 00:00:00","3dfbcfdf96da35c17688cd96b5a94578","ֶ",23
"191935","f76c8d44a47d37c4a92b7795696d2869","e0002c1f193828ea120f0118cbe13a15","VISA Classic",0,0,0,0,"CLOSED","2011-10-12 00:00:00","2011-10-04 00:00:00","2014-11-02 00:00:00","2014-09-03 00:00:00","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ֶ",23
"191970","f7813775a94250909ce5c1ea1ba47bec","3550f126e0505d5da725181726ef8398","VISA Classic",0,0,0,0,"OK","2015-07-31 00:00:00","2015-07-31 00:00:00","2018-08-02 00:00:00","(null)","2016-04-06 00:00:00","(null)","385043f3881c79a5959ab4c3145f8aa8","ֶ",21
"191971","f7813775a94250909ce5c1ea1ba47bec","1c4dbb38b1369b24ef884ed453812c64","VISA Classic",0,0,0,0,"CLOSED","2012-09-01 00:00:00","2012-09-01 00:00:00","2015-09-02 00:00:00","2015-10-12 00:00:00","(null)","(null)","385043f3881c79a5959ab4c3145f8aa8","ֶ",21
"192193","f7b20fa32f5c8f00a04a3e6f28ad21fd","6e0db3ad1555146a8e8581120065f13b","MasterCard",0,0,0,0,"OK","2014-09-30 00:00:00","2014-09-30 00:00:00","2017-10-02 00:00:00","(null)","2016-07-06 00:00:00","(null)","71e1e42d79887c04b571828357d5f37e","ּ",20
"192196","f7b3cf2ab593663f837059721a02a472","311ad1f4abec98b56fd5406a3788b45a","VISA Classic",0,0,0,0,"OK","2013-09-25 00:00:00","2013-09-25 00:00:00","2016-10-02 00:00:00","(null)","2016-02-15 00:00:00","2016-02-15 00:00:00","8215444bab327ec0f170d0ef7296c026","ֶ",21
"192197","f7b3cf2ab593663f837059721a02a472","1abd2382c2aecf47394e8884a80e7dbd","VISA Classic",0,0,0,0,"OK","2014-08-19 00:00:00","2014-07-12 00:00:00","2017-08-02 00:00:00","(null)","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ֶ",21
"192234","f7c0236f2a4e3280124b43506c49ff9b","7749fb62ed4d75f7baddff4100515bb5","MasterCard Electronic",0,0,0,0,"OK","2014-10-18 00:00:00","2014-10-18 00:00:00","2017-11-02 00:00:00","(null)","(null)","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","ּ",18
"192235","f7c0236f2a4e3280124b43506c49ff9b","5e317dd7a9aa4d2621284837608e2767","VISA Classic",0,0,0,0,"CLOSED","2013-07-09 00:00:00","2013-07-09 00:00:00","2016-08-02 00:00:00","2015-02-03 00:00:00","(null)","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","ּ",18
"192338","f7cfeff901371d0a005548cb8cf8033d","930b084bd2b4f0cc1dd1b43ab87912de","VISA Classic",0,0,0,0,"OK","2014-05-29 00:00:00","2014-05-29 00:00:00","2017-06-02 00:00:00","(null)","2016-04-09 00:00:00","(null)","97fa64500457edb6fe17b0acdaf218b2","ּ",24
"192367","f7e9a00223c634472ad770bfdb5fc9a5","d99f7d615efe71344994ec5c9b8f1264","VISA Classic",0,0,0,0,"OK","2014-09-11 00:00:00","2014-09-11 00:00:00","2017-10-02 00:00:00","(null)","2015-07-28 00:00:00","2015-08-11 00:00:00","8df3acb67e47faaeb753cc9a4c6ced3e","ֶ",19
"192368","f7eb308c3eb0724101ffac008f4c05b5","5b436a6da2d96e7e3e008a8f1141baf7","VISA Classic",0,0,0,0,"OK","2014-09-20 00:00:00","2014-09-20 00:00:00","2017-10-02 00:00:00","(null)","(null)","(null)","71e1e42d79887c04b571828357d5f37e","ֶ",20
"192403","f7f38b68e548d53de1e05ba3b8ff7d34","6a2e8b397654a6bd2d2c2625839bbd7e","VISA Classic",0,0,1,0,"OK","2013-07-31 00:00:00","2013-06-01 00:00:00","2016-06-02 00:00:00","(null)","(null)","(null)","0e521f30657448f205ecf7a46e4105c0","ּ",23
"192404","f7f38b68e548d53de1e05ba3b8ff7d34","acf078182e1b0f2c877660ab8b5bd5c5","VISA Classic",0,0,0,0,"OK","2011-03-18 00:00:00","2013-07-10 00:00:00","2016-08-02 00:00:00","(null)","2016-07-13 00:00:00","2016-08-03 00:00:00","0e521f30657448f205ecf7a46e4105c0","ּ",23
"192405","f7f38b68e548d53de1e05ba3b8ff7d34","857ec2db2c18b72f4b208dd7665cf119","MasterCard Electronic",0,0,0,0,"OK","2010-10-08 00:00:00","2013-11-08 00:00:00","2016-12-02 00:00:00","(null)","2013-04-26 00:00:00","2013-11-07 00:00:00","0e521f30657448f205ecf7a46e4105c0","ּ",23
"192472","f812693b9e7d64d6416dad5dbef2db11","d4bdf4b84905ad624725a62f2c1e0634","VISA Classic",0,0,0,0,"OK","2014-09-09 00:00:00","2014-09-09 00:00:00","2017-10-02 00:00:00","(null)","2015-12-08 00:00:00","(null)","1ca2d30ce0631cee23b98dfc2d24bdcf","ֶ",18
"192512","f81d35b7d8063340785e2c9c989cec7d","2c6226363ed4196ce2cd7c628174de3c","VISA Classic",0,0,0,0,"OK","2010-09-18 00:00:00","2013-09-03 00:00:00","2016-10-02 00:00:00","(null)","2011-06-16 00:00:00","(null)","b871449af47f30db11ef29b52e39819d","ֶ",24
"192538","f82b6de7bab11371ab0940aa398c92be","e98850a858bd9188cd1df19af7d88272","VISA Classic",0,0,0,0,"OK","2016-06-01 00:00:00","2016-05-17 00:00:00","2019-07-02 00:00:00","(null)","(null)","(null)","3c423cf4f2bdd61e4dc739b26d945709","ֶ",20
"192539","f82b6de7bab11371ab0940aa398c92be","8f64005e8f2de00ecc6c02c5ec4e0a2e","VISA Classic",0,0,0,1,"OK","2016-07-07 00:00:00","2016-06-02 00:00:00","2019-06-02 00:00:00","(null)","(null)","(null)","3c423cf4f2bdd61e4dc739b26d945709","ֶ",20
"192540","f82b6de7bab11371ab0940aa398c92be","578cd29950c93372a694efba525e2505","VISA Classic",0,0,0,0,"OK","2013-09-24 00:00:00","2013-09-24 00:00:00","2016-10-02 00:00:00","(null)","(null)","(null)","3c423cf4f2bdd61e4dc739b26d945709","ֶ",20
"192541","f82b6de7bab11371ab0940aa398c92be","106834e2712f394130c9b4a269a10af3","VISA Classic",0,0,0,0,"OK","2012-09-19 00:00:00","2012-09-19 00:00:00","2015-10-02 00:00:00","(null)","(null)","(null)","3c423cf4f2bdd61e4dc739b26d945709","ֶ",20
"192599","f8512f0492ca64be62488ecb4a6b331e","09a55105f3eb722589b21c1451047159","VISA Classic",0,0,0,0,"OK","2015-11-11 00:00:00","2015-11-11 00:00:00","2018-12-02 00:00:00","(null)","(null)","(null)","263c6b32daca30743034adbd1f68a5fc","ּ",24
"192600","f8512f0492ca64be62488ecb4a6b331e","c919f285ed0e706c9d2d7e7249f7feca","ָּ׀",0,0,0,0,"OK","(null)","2016-02-09 00:00:00","2019-03-02 00:00:00","(null)","(null)","(null)","263c6b32daca30743034adbd1f68a5fc","ּ",24
"192601","f8512f0492ca64be62488ecb4a6b331e","73aa777b1710e7baa891b0e09e3c6236","VISA Classic",0,0,0,0,"CLOSED","2010-12-18 00:00:00","2010-12-04 00:00:00","2014-01-02 00:00:00","2014-02-12 00:00:00","(null)","(null)","263c6b32daca30743034adbd1f68a5fc","ּ",24
"192602","f8512f0492ca64be62488ecb4a6b331e","d29a7f9a4907faf9b4fa363e604f87de","MasterCard Electronic",0,0,0,0,"OK","2012-10-26 00:00:00","2012-10-26 00:00:00","2015-11-02 00:00:00","(null)","2015-08-05 00:00:00","(null)","263c6b32daca30743034adbd1f68a5fc","ּ",24
