"","CLIENT_HASH_ID","CONTRACT_HASH_ID","TERM","CONTRACT_SUM","CURRENT_SUM","CURRENT_INTEREST_RATE","OPEN_DATE","PLAN_CLOSE_DATE","FACT_CLOSE_DATE","PRODUCT","CONTRACT_TYPE","CURRENT_PRINCIPAL_SUM","F1","GENDER","AGE"
"214211","ec3b3350afa38efe284a58cd8bff45af","71a19ff6d352e5e92d662902010ce1ad","(null)","0",0,"0","2016-03-25 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",20
"214213","ec3e61c30e8ca2ed98d0cc1cb91f91d2","95da68183b779ee78371358bb0977619","(null)","0",0,"0","2011-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",23
"214241","ec49cb4426ca39c7c757ed5a88277b3f","1e3da5a897920e9ab1643736b50327d7","(null)","0",0,"0","2014-12-05 00:00:00","(null)","(null)","Текущий счёт","D","(null)","7d33c54b3363042d090cb011b215279c","М",24
"214305","ec51a416e364d3811922c613344a42fd","cae325700130b8f86ee5c3bb955baf82","(null)","0",0,"0","2014-07-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",24
"214360","ec5cabbe919f002fbe1d129b60958b62","ab4980b82a2cc46f7297c89527bb46d3","(null)","0",0,"0","2011-10-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",22
"214364","ec5ebc6776e60bf46d39df97950f0a46","8edfc75572aa1830459fbda98a957dd2","(null)","200",0,"0","2014-04-22 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b871449af47f30db11ef29b52e39819d","Ж",24
"214365","ec5ebc6776e60bf46d39df97950f0a46","7f4684f1e006ea4f6f204660299303c8","(null)","1500",0,"0","2009-01-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b871449af47f30db11ef29b52e39819d","Ж",24
"214366","ec5ebc6776e60bf46d39df97950f0a46","2386ebc68781ee210e4adc40441c0844","60","182000",100,"21","2015-08-07 00:00:00","2020-08-06 00:00:00","(null)","Потребительский кредит","C","150100","b871449af47f30db11ef29b52e39819d","Ж",24
"214578","ec91b91057cea96600393ed73480b65d","1b6413f68d83caa93d9caeb07564ab3f","(null)","0",0,"0","2010-09-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",23
"214584","ec9772d16a0e76b3c751acf313f440d7","631644c1bdd247b634dc93fcee55ab45","(null)","0",23000,"0","2013-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",21
"214595","ec9db33be22eea752fa8a6ed775526d9","f8e556278155f4b590eadace6535c654","(null)","0",1200,"0","2012-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b871449af47f30db11ef29b52e39819d","М",19
"214601","ec9ef46c3c4f442f9879ce920bc93cfa","971bdc4e605ef9539ec0b5c423c196f5","(null)","(null)",900,"18","2014-12-23 00:00:00","(null)","(null)","Овердрафт","C","0","8215444bab327ec0f170d0ef7296c026","Ж",19
"214602","ec9ef46c3c4f442f9879ce920bc93cfa","b017c503366e4489830c39a45dcf66b8","(null)","0",700,"0","2014-09-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",19
"214657","ecaa6acffc91aeca0b415c64970e7fea","e5509f3b137cd53c820547b63f9f5127","(null)","100",100,"0","2010-09-29 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",23
"214658","ecaa6acffc91aeca0b415c64970e7fea","9a87a926d4f23c671012e0e1e39fef46","(null)","0",1600,"0","2014-10-02 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",23
"214828","ecceeca07d23891806bb1812be719489","5860ffa491cdb1fbd5701ea26adc5bbc","(null)","0",0,"0","2013-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",20
"214842","ecd1d00ecc3eb0772902522507dd4999","c84763d0a1e3bbb9f8b4947de1e90044","(null)","0",200,"0","2012-09-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","М",22
"214853","ecd3333d9cb0226398428978371d0075","4da9e8a9434079e0b31b71a889bae436","(null)","(null)",0,"18","2014-04-19 00:00:00","(null)","(null)","Овердрафт","C","0","8215444bab327ec0f170d0ef7296c026","М",19
"214854","ecd3333d9cb0226398428978371d0075","16b9fab8f6f4ca0420ef220c78749175","(null)","0",0,"0","2013-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",19
"214855","ecd3333d9cb0226398428978371d0075","66efed77ca8ea971a8f6be710ef7f6d3","(null)","0",0,"0","2014-02-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",19
"214856","ecd550fe80de9dfc93176c501942a772","efd96ce5bfaceca5a0c6c2ac535ba89a","(null)","0",0,"0","2014-09-05 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",21
"214857","ecd550fe80de9dfc93176c501942a772","7f4ee1e0914efdbb123643f6fa143a75","(null)","0",0,"0","2013-10-31 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",21
"214858","ecd550fe80de9dfc93176c501942a772","715c5589b67137e487f15093a16ae6f8","(null)","0",0,"0","2013-10-29 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",21
"214869","ecda86e66907cf843470cdd431fa5c78","246d809b7416cb259a3a43d5ec116726","(null)","0",100,"0","2014-09-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","М",20
"214897","ece95dc5a575c57476b37a4a47746d60","0340f9d006a7e8447c4274f8fdc0b848","(null)","0",0,"0","2011-10-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","М",21
"214938","eceef279014f03f9adebe0b5a634d67c","a7b224c637347843ae9b75ee65bea8dd","(null)","0",0,"0","2011-09-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",22
"214939","eceef279014f03f9adebe0b5a634d67c","489ea6cca1abcf4234cd185a688e0163","(null)","(null)",0,"18","2015-04-07 00:00:00","(null)","(null)","Овердрафт","C","0","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",22
"215014","ed029e92f087f01fc41d47666419077e","75c9336445e9bd35c4a3432a8d6c3d90","(null)","(null)",0,"18","2013-11-19 00:00:00","(null)","(null)","Овердрафт","C","0","8215444bab327ec0f170d0ef7296c026","Ж",22
"215015","ed029e92f087f01fc41d47666419077e","239477e19a3f8714f1713890823034ab","(null)","0",0,"0","2011-08-25 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",22
"215024","ed05ae4ae8d8fa4fb0e000cafd18a6e6","584eee40a9a1bed539eb640ec93a6d47","(null)","0",28000,"0","2011-08-29 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","М",23
"215025","ed05ae4ae8d8fa4fb0e000cafd18a6e6","d44aab16a418e871ff0212cd9a0aaee8","(null)","76000",0,"0","2014-10-28 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","М",23
"215034","ed0c65fc233dc2f088599c2c598dbcea","6091da81c81563d3834396b582a4787d","(null)","0",4000,"0","2013-09-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",20
"215036","ed0d0adfb38d2ab926c6a13a3f4917be","d3c35914362388a650b3c369cbee6440","(null)","0",0,"0","2009-10-21 00:00:00","(null)","2012-12-11 00:00:00","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","Ж",23
"215037","ed0d0adfb38d2ab926c6a13a3f4917be","246554c0eb8dcf5cd3761f4c4672b91a","(null)","0",0,"0","2013-09-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","Ж",23
"215038","ed0d0adfb38d2ab926c6a13a3f4917be","0491c31b607d8278add02f1b0d334b67","(null)","0",0,"0","2012-08-15 00:00:00","(null)","2012-12-11 00:00:00","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","Ж",23
"215110","ed25d2a125b7f49dcbbd1e9edcdbd4af","32cb087460a1b317d915af85cb3e9a80","(null)","0",0,"0","2015-02-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",22
"215111","ed25d2a125b7f49dcbbd1e9edcdbd4af","93f2c8a6e1e8b47b2099989585cfc9d2","(null)","0",0,"0","2015-09-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",22
"215112","ed25d2a125b7f49dcbbd1e9edcdbd4af","8f9b795373d52a1f883d13a65f099cd3","(null)","7000",0,"0","2015-02-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",22
"215113","ed25d2a125b7f49dcbbd1e9edcdbd4af","8e507c3dcf082520e80b53e6c5290497","(null)","0",27000,"0","2014-06-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",22
"215114","ed278b005b70b930937bdcef3812e46b","eb1972e18033241c87ffb77361f27779","(null)","0",600,"0","2014-09-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",18
"215136","ed2d26d72b17155805f694cd70c2957f","492fb66614927bddb842e60be9771053","(null)","(null)",5000,"18","2014-04-15 00:00:00","(null)","(null)","Овердрафт","C","0","71e1e42d79887c04b571828357d5f37e","М",24
"215137","ed2d26d72b17155805f694cd70c2957f","2f2ccc8ddcb5b7edacecf82a18dbb4e3","(null)","0",5000,"0","2012-08-28 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","М",24
"215373","ed74e50cc81c5cee31d818dc4dfe2447","db9ea61750a5d1f5f46cc79175a519de","(null)","0",0,"0","2011-09-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","263c6b32daca30743034adbd1f68a5fc","Ж",23
"215374","ed74e50cc81c5cee31d818dc4dfe2447","6e0b8d446654e68a20fbe1e6dadacd24","(null)","0",0,"0","2014-10-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","263c6b32daca30743034adbd1f68a5fc","Ж",23
"215375","ed76e40260a139eec08208dfd7fe5e53","b6ad3d10eec277d79bb13b049412fb73","(null)","0",7500,"0","2013-09-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",21
"215448","ed837ef4c839150c3df3912409eda200","f5ef07771a98f459ee86ef10a59d9725","(null)","0",200,"0","2012-09-28 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b628d7d2ba91a097a131c51788e8c4ea","Ж",22
"215509","ed91b82ae31d1c21224a98e3eb8954cd","e0876d0a8c45719b7953f17ae2ad3f1a","(null)","0",0,"0","2013-10-10 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","М",19
"215542","eda03cdc41f043cdda3c7694038d8a48","3ed30cea6246631c1ec9955cdda6110e","(null)","0",2400,"0","2014-09-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","М",20
"215550","eda696e7724e920d29c071a73955a865","ecb668c22b4379840891cef6989ff36c","(null)","0",700,"0","2014-10-22 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","М",18
"215619","edb37ee0990cda5ddf79a31c28ebbd85","3ff47f32ca40937a46d6a833ccb4c19e","(null)","0",0,"0","2011-09-22 00:00:00","(null)","(null)","Текущий счёт","D","(null)","ea77621ec0b8418bfa7b81253ab7d321","М",21
"215622","edb6cc128050ffd15c5d64ba9b31d91e","787f90b17d5a27c6ffd97de3159bc911","(null)","0",100,"0","2014-08-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","М",20
"215639","edbcf92926b2fdef12bff603524223b5","4f1f525a0c9a39298d3fe7c171f97486","(null)","0",0,"0","2014-11-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",22
"215640","edbcf92926b2fdef12bff603524223b5","931338f1973d4cf53b011c2ac22f5e55","(null)","0",0,"0","2014-11-25 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",22
"215670","edc3710695be73dcff7a4d1bf9133176","2713a43284f5ac48488c097bf96330f5","(null)","0",3200,"0","2009-09-10 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",24
"215775","edde571fc5567b2f7d7627997c58b7fd","a57bad4ea4eb3931a6538524f1ff9691","(null)","0",0,"0","2016-08-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",18
"215776","edde571fc5567b2f7d7627997c58b7fd","e788cfaa6d79b299958f56c962682072","(null)","0",0,"0","2014-09-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",18
"215777","edde571fc5567b2f7d7627997c58b7fd","dff42679417212d794b9f182cca5eaef","(null)","0",0,"0","2015-10-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",18
"215778","edde571fc5567b2f7d7627997c58b7fd","4f64351fde30270042ab69c411237e22","(null)","(null)",0,"18","2015-08-14 00:00:00","(null)","(null)","Овердрафт","C","0","71e1e42d79887c04b571828357d5f37e","Ж",18
"215827","edea4fca6e6ba8b47a7418bd5ead97c2","bb6a1d054fddff32c9dc7f9795098d0c","(null)","0",0,"0","2014-09-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",18
"215828","edeaf110a2f568ac48825c89b27bba63","8d50d8e20fd553b164bd4914ebd78905","(null)","0",100,"0","2012-11-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",20
"215840","eded464b433b5f7e4ebf0c417a627a03","92fb33b5fb2bc7f904b072edcdfb17d5","(null)","0",0,"0","2015-10-30 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",22
"215841","eded464b433b5f7e4ebf0c417a627a03","56fb41f5602a29493d8cc19d331b21a2","(null)","0",0,"0","2012-09-21 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",22
"215842","ededa448af2743acadadab7d31071e31","c1bd5809529cc82d9a4c048ba7be7557","(null)","0",2700,"0","2013-09-28 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",19
"215883","edf5525a07897c44d72e47b419985b0c","8c9906f2ef19e3e7c804565880ec08bf","(null)","66000",0,"0","2012-12-07 00:00:00","(null)","2013-06-18 00:00:00","Кредитная карта","C","0","3dfbcfdf96da35c17688cd96b5a94578","Ж",24
"215884","edf5525a07897c44d72e47b419985b0c","91c8d8560ad4c8cbb2fdee849f728962","(null)","0",0,"0","2012-12-07 00:00:00","(null)","2013-06-18 00:00:00","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",24
"215885","edf5525a07897c44d72e47b419985b0c","a0798066435899c8ea1b143b2c29ee52","(null)","7900",0,"0","2012-05-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",24
"215944","ee0320608f3201766523306f9eb57045","bda6dc565a1c37541947c9a0e5fe200b","(null)","0",1000,"0","2013-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","7d33c54b3363042d090cb011b215279c","Ж",19
"215966","ee08163d341f626ff939dfc72f43cbbc","2ae01fd1abcb85a8c0291c88391e273d","(null)","0",0,"0","2014-01-23 00:00:00","(null)","2014-04-03 00:00:00","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","М",24
"215967","ee08163d341f626ff939dfc72f43cbbc","f83b58882b67a252b8d24426e6c0da0e","(null)","100",0,"0","2014-01-23 00:00:00","(null)","2015-07-27 00:00:00","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","М",24
"215992","ee17430d0540dc1b1134944372619032","d05f433f81c85359b0cab4445a03fa28","(null)","8900",8600,"0","2014-02-08 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",23
"216093","ee336282773c234878e079c1e01a0947","6e791603cb5a4c42476119ff02129d59","(null)","0",5000,"0","2014-09-06 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",19
"216176","ee4ac7ec4a17b4535723d68470ad644d","751101720aa2d7aee50b41628b8ca802","(null)","200",0,"0","2009-08-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",24
"216177","ee4ac7ec4a17b4535723d68470ad644d","293570d7c65dafda998d18ed0ec40610","(null)","0",21000,"0","2015-10-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",24
"216178","ee4cd90044c869d63fdbb052231cadab","04c3b79fbdab5c38099c3c57d6fdf040","(null)","0",0,"0","2014-09-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",20
"216250","ee664da6d4993e49b3c339eabc37f988","a14dbf5c82a70f6933bc09354cca24f2","(null)","1500",0,"0","2014-07-26 00:00:00","(null)","2015-09-16 00:00:00","Текущий счёт","D","(null)","14aa590a6630a7dd9a4233b8b8182100","М",24
"216358","ee9077a861f0d5c4f7c360b1b3706d40","76b55681d4919a2feb710e87fbdf32c5","(null)","0",100,"0","2014-07-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","1ca2d30ce0631cee23b98dfc2d24bdcf","М",20
"216359","ee9077a861f0d5c4f7c360b1b3706d40","a35963f962b982cbd18adff561c19897","(null)","0",0,"0","2011-09-27 00:00:00","(null)","2015-05-14 00:00:00","Текущий счёт","D","(null)","1ca2d30ce0631cee23b98dfc2d24bdcf","М",20
"216451","eea4b6d39e0fd8f13d4299049e5d19cc","59fe51f46af8768b4caf920c83f0050f","(null)","0",0,"0","2014-10-10 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",18
"216485","eeb0e0c03987f87b12a373b783f95599","7ef4f774f00ad6275e626962f437145c","(null)","0",0,"0","2014-10-30 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",22
"216517","eeb915f87707b65896b7fd3947d5029a","7e89a9e2fabe2b82964a6fc17fa4db50","(null)","0",0,"0","2014-09-30 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","Ж",19
"216518","eeb915f87707b65896b7fd3947d5029a","19e325400472113fd4f34be049affbea","(null)","0",0,"0","2014-09-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","Ж",19
"216535","eebcddc8a3de1c33cc378aad86159e30","b82b80a407f536ffbe3206ee3393ba49","(null)","0",0,"0","2013-10-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",21
"216761","eef1fa41145edadeb80cfec0bc93247b","4cd79805b393c71d699a0c4f69633682","(null)","0",0,"0","2012-12-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","263c6b32daca30743034adbd1f68a5fc","Ж",21
"216773","eefbd0ad706903332198e0f26c22da01","557feba53d7365de58518748a7d54f81","(null)","0",200,"0","2011-09-22 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","М",23
"216817","ef0ad076f41f87831e404b4838cbad6e","4e153b3459ce8c40db6943cb27326d7f","(null)","0",0,"0","2013-09-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",21
"216829","ef1371e188a1d7a68b65eb84396c49f5","6c4e6691163ec19e65d9f0e82a104116","(null)","0",0,"0","2013-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",19
"216948","ef2e01f6bea1155f3d432355a527e7c0","2965123d69271900c11921596d36f7d9","(null)","0",0,"0","2014-12-25 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","М",21
"216949","ef30dabadff0039e89fd3533a53952e9","264d6d432e47c18bffda600386f245cc","(null)","0",100,"0","2010-10-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b628d7d2ba91a097a131c51788e8c4ea","М",24
"217031","ef4194e5328dbb0bcd2e4612ccf2d6c6","aed0ae98ff4e1b44ef63c175862339ef","(null)","0",1100,"0","2014-09-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",18
"217064","ef46a324979d0f6e834e734544c7f278","8a7435069a50c70294cb55ac64c26f15","(null)","0",9300,"0","2012-09-21 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",22
"217089","ef4f9540097d83ace2c10cf9ffb9867a","732fc4502da6be6d2a8284858b3d1d5e","(null)","0",0,"0","2013-11-27 00:00:00","(null)","(null)","Текущий счёт","D","(null)","263c6b32daca30743034adbd1f68a5fc","М",20
"217124","ef6054975d741d49fd289c46517c4093","83cadff274a4205a6ee62703886f0b60","(null)","300",0,"0","2014-06-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","ea77621ec0b8418bfa7b81253ab7d321","Ж",24
"217136","ef6611c746a492cc2c64efbc2257e88e","e12b026e716f1bdb112183657a94edf1","(null)","0",0,"0","2011-09-21 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",23
"217153","ef763f4604ec3ad543c146cbb67b52fc","6a592f98675efd31ef7b8f32e2541a43","(null)","0",0,"0","2013-11-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b871449af47f30db11ef29b52e39819d","Ж",23
"217154","ef763f4604ec3ad543c146cbb67b52fc","4166246991dc2b8be2a3691af35d0704","(null)","0",0,"0","2013-11-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b871449af47f30db11ef29b52e39819d","Ж",23
"217200","ef84f8cdef6a82057543035f77ed5939","4dce02d1d866e4a2f9e576dcd861cdf9","(null)","0",1800,"0","2014-10-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","М",20
"217354","efa7903535e31d68c7192a88a9b30a0b","03a911beabb71ddfdf62bbbb565bc6bb","(null)","0",2200,"0","2013-01-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",22
"217368","efac568095005b0ba5f6569d1efe9fa9","9ab664966f20b9b366cb27b3a29877a7","(null)","0",20000,"0","2013-10-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",22
"217458","efb4bbc5d4bc9c6d7d7058e93f785140","5fbb7848298afdfd9fa020d0702bc380","(null)","0",0,"0","2016-06-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",24
"217459","efb4bbc5d4bc9c6d7d7058e93f785140","85c7ac481f424093ed674dbc7580a99a","60","410000",0,"19","2016-06-23 00:00:00","2021-06-19 00:00:00","(null)","Потребительский кредит","C","391000","8215444bab327ec0f170d0ef7296c026","Ж",24
"217460","efb4bbc5d4bc9c6d7d7058e93f785140","8780454488def2a8298b98479cd3c0b8","(null)","0",0,"0","2013-05-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",24
"217546","efdba9bb1d13f9caef6877565afaf8e9","c4cca93e82e75d18836f6b02f251c509","(null)","0",0,"0","2012-10-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","Ж",23
"217655","f002670403d86ea185e089dee347d148","ac4f1ee20f4ecc8ef9153c5c8fe6591f","(null)","0",0,"0","2014-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b871449af47f30db11ef29b52e39819d","Ж",19
"217714","f00f0732893aa8ed5b36a2735194e2a5","8d6bf8058174cd9eeae55b858f46018c","(null)","0",33000,"0","2013-09-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","6ede6f872f8d56aa83876b96bcde60d4","М",21
"217715","f00f0732893aa8ed5b36a2735194e2a5","8d248d8017f56b380c1318caa5251dd2","(null)","0",0,"0","2013-12-05 00:00:00","(null)","2016-01-15 00:00:00","Текущий счёт","D","(null)","6ede6f872f8d56aa83876b96bcde60d4","М",21
"217723","f0108140c9a692d414458fa5b1132311","decccbbd833a951b8af9cb45452b2e3d","(null)","0",0,"0","2014-09-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","М",19
"217724","f0108140c9a692d414458fa5b1132311","e2de21dbdf8ef4a63ec7a2c25fa8e48f","(null)","(null)",0,"18","2014-12-12 00:00:00","(null)","(null)","Овердрафт","C","0","8df3acb67e47faaeb753cc9a4c6ced3e","М",19
"217779","f022488797c88f44de41dc6bea47dcd0","9d169233cda723152cbbddd54e53af43","(null)","0",0,"0","2014-06-07 00:00:00","(null)","(null)","Текущий счёт","D","(null)","6ede6f872f8d56aa83876b96bcde60d4","М",21
"217780","f022488797c88f44de41dc6bea47dcd0","b983ea80991df4822e3d10605ff05394","(null)","0",0,"0","2011-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","6ede6f872f8d56aa83876b96bcde60d4","М",21
"217783","f024f1666007d5da1d62b9e2883d00c5","3183520db1e99fd882f8a33032d60509","(null)","0",0,"0","2014-08-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",24
"217784","f0252577e7f0782afe656943ee567a4d","f74dc0eeb225fbe96195b22f8d448814","(null)","0",0,"0","2011-10-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",22
"217895","f042491ddc448782a6f597f4af3d2182","418a0dec31cf4bf33a4f90d097e05cbb","(null)","0",0,"0","2012-09-28 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",20
"217900","f047bee390c7416fdc8c659a0335683e","ecee1c0da0cf9a7191e932a55fbc1c56","(null)","0",100,"0","2014-08-22 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",21
